"","V1"
"8451","ACBDBABACBCCDCCDAACBCAABDCBCADABDDCBDADACCDCAABCBADCADCBDADABDCBCDDCAACDBBBDADADACCACDABACDCACBACADBDACCDBDCADBABDCABADBBBDADDBACBCCDDDABBBCABAADCCBACBBAABCCBABACAADBDDDDAACBACBDACACABDBCDABCCACDCAADD"
"8452","AADCCBDDDACBDBCBBDAACBDCADADBBAADDDADCCBCCDADDABCBDACCCBABBDBBAADAAABCDBAABDCCAADACCCDDDDCBBDDCCBDDBCCCCDADCADBDCCDBAADADBDBACCADADBBDCDAACCACDBCDCABBDBDDDDCACDBDBBCBBBDBABBABBBBDACACDBBCCCADDDADADDBC"
"8453","DBADDCAAABACCCAAADDDBDCACDCDDCBBDCDBCDACADAADCAAADCACADDCCADBCBDDDCABDBBACCCACBCBBDCDACCABDDDBCBDBDACABAAACBCCCBBDACADDBCBACADBCBDBABCBADABDBBBDCADDCBCBDCADBCDDCBABBDACCBACDBBDBDAADAACDDCDDAADACDDABAC"
"8454","ABCADAABCACDACCBDCBCCBCDBBCCBCDDDBABDBDAABDACDCDDDACCACAACCBDBAABCBBBDCCCABABCDCBADDBDDBDCCDBDBBAACDDABBBCBCCAACBABCADDCCACBBAADDADACDCBDAACCCBACCBCCDDDADBDCDABBCAABCAADBCCADDBDCCACBCCBAABACBACACBDDDA"
"8455","BBDCCBCBCDDDCCCBCCBACDCCCDDCCDDCCACDACCCDACABCBBDADBCBBACBCDAAAACABDCCDACCABDACABCDADDCCBCADBCABCCBDCCCCABDACBDDABBDDBBDCBABCBAABACCCBDCBADDACBCAAACCBCBDADDDBBCDABBABDCBBCBBACCDACADDADCCBAABBBCDCDDADD"
"8456","BDAACCBDCBBDAABADCDBADBCDDCCBCACDABDBCCDBCADCAADADDBAACDBDACABDDCAACCCBBBBBADCDBCCBDBCAACACADBDABCCADBBCBADDDCBBBBDAAAAADDDBDABDBACBAAACBADAACABAAABCBBDCADCBDABACDCBBBBCDBCDCCBCCCCCCAAAADACCABBAADBACA"
"8457","CBDBCBBACDADAADDBCDCABADBBDDCCDAABCBDDACBABDBACDBBCDDACADABACBCBDCBACBACAABBBDBDABCABDDACBDAAAAABDABBDDBCCADDBBADDBCBBDBDCBBCAAAAAACACCDBCBBBCACADCDCAAAACADCCCACDBBCCACCCDCABCADCACACCDBCBABABBDDDDDDBA"
"8458","CDABBCCADAABDBACDCAAACBAABACDADCAAACBABDCBACBBCDCCCAACDBCDDBCDABBACBBCCCCDCCCABDCDDBAAABCDBABCCCBCCAACCDDCBCDCCCCBDBCAABBABABCABDCDCAACCBCABBDBBCAADCABBBDCADCCCBDDCBACBBDCBCDDDBBBCCADBCDDBADACADDAADBA"
"8459","CBABCADCDCDABCDABDDDBACBDBADABCABBABBACBCDBBACAAADAAADABADBBBBDCCACCDBACCCAADDBCABCBBCDAACACCCBDBDADCBADDDCDBBDDBACBBAAAACDAABDAACBCDCDAADDDDAACACCCCADCDCCAACDDCDBDABBCCBCABCCDDDDAACCBCBBDCBABDCDDBDDC"
"8460","DCDDCBADADCADCACDCACCCCABDCDBBBDADCACADDADDDDACDCBBDABABDBDBDCDACDCDBBDADBCAADCCDBABCADACABDBCADACCBADBBCDBCBACDDDDDAACCBACBBABDBDABCBCAADBADBDBDCDCBACCDDCCBCDACDCAADBABCADDDDABAABBDADDABBBDDCACCCBDCD"
"8461","CCBBCDABABBDDCCCABCDCBCBDCCABDACADDBBDDBCDAAACAAABBCBCBDADADAACAADBDBDCDBDBACCBBACBBBCCABABDDACCDAADDCBBBAADDCDBBACADAABDBBCACABDCBDCACACCACCCBBADBAAACBCBCCDBACCACADBACBAACBDBCCBBCACDCCBCDDAADAAAAAADB"
"8462","BDDAABDABACCDCABABABCBDDBCBBCCBDABBDCDDDAABBBDAACBBCDBCACDADADDACBCACCCADCDBDACADABBAAAAACAABCACDCDDCBDDDCCBBBADBBADBADBBCBBDCBCDDCAAADACCCCBAADDDBCBBBDDDDCBCAACDDCACCAABBADCCCBBCCAACAADDACABAABABACAA"
"8463","AAAACCBADDABCDAACCACCBDDDADBDCDBDADDCCDACCBADCADAADDABBDCDBCCCCACBAAADABADBCCDDBBADABAAADACACCCDAAABCABCDBAABCBABACCADABDCABDDDCDDDBCCADDCADABDBDDCDCCCCCCCCBCDBCAADDCDDCABABCADDBADBCACDADDDADDABBCBBAA"
"8464","ABABBCBBBADDBAADDAABDAABCDDDCDDBAADAAACBABDBCBDACDBBCCDADBACBBCABCDBDBBBDCDBCDDCBCDBDABCCCABBCBCDCAACCDDACDABDDDCDCBBCDCACCACCCDBDBBDDDDBDBBCCBDCDADACCBABABBDACCDBDDBDAADADCDCCCAADBDADBDBADCDAABBBBDBD"
"8465","BCBDADBAABDDDCAABDBADCAACBBCACCDCBADDCCDCADCBACABAAABDBABCCADADDCACCDACDAAACDDCADDBAABADCDBAACAADCBDBABBCAADDACDDBDBDBADABCBBDCDABCAAAACCCBDDBDCBCCDCCDABDBBCCAAAAABCBACACACDDCCABABAABCCBDBBDCBBDADDBDA"
"8466","BDCBDAABCCCACAAACDBADCDBBDCCBCDADADDBDDBCDCDCDCAAAADACCDDAABAABCABDADACBADDAABCBBBBBDCAADCCADAAACCCAAABABDAABCCAABCCBBACACDACBDCABDDBBCACCBABCCDCACACCBCCCDCDDDCACADACBBBBCBCBDDAABDAAADAACDCBBDACBCBDCD"
"8467","DDDDBBBDBCBDACBAAAAADCDCCCBAADACDDAAACACBBDBCAABCABADCCACADBACBDDBDAADBAAACCBDDDADBBCACDCBADCBACDDDBADACDBDCCADAADAAACAADDAAAAADACBCBDDDDBCADCAADBADDACAADACDCBABBBCBDBDCDBCACCAADCBCAACDDBBACBADCDCDADB"
"8468","DBBBBDBDABBCACADDAAADAADDCBCCBAACBBBCCDACABDBCBBADDBBDBACDDDBCABADBADABCADDCADCCABBDCACCAACBCDBCBADDBCBBDCCACDABAADAACBACBBBDBDCCDDBBCADBACBBCBBABACAAABDBCDCDACDBBDBBDBACCABCDBBBBDACBDBAACCBDDCDBCDDBB"
"8469","DBABBBACAAAADBBCCBBDADDCBBBCBBACACADADDDBDAABACADBCBDCBBCADBDBABAABBDBADBDABACADAAAACCCBCADACBBCCAACACCADCBCBCDACACDDCABBBCBDBAABDDCBACCCCADCDCBDCCDCBDCBCBDBBDBCAAAABCBBDDDDADACCAADBBBBCAACDDCDCBBCBAB"
"8470","BDDBDCCAABBDAACACAABCBCBABADCABDACADBBCBAACBABACACDDBDACCDADDBDDABBCCBBDBACDDCABBBCCABBAAAADADBAADDAACBBAACAABCABDBCADCCBDACDDDDDCDACDDBBAACBACCCBCCBBBDBDCACCDCADDDABCCBCDABDCDBDABCCDDBACBACDBACBABDCB"
"8471","BCDCCCDCAADDAADCDDDCCDDDAADCBBCDADDBCDBBDADBBBBDBCDCDAADDDABCBBADDBDBBDBDACDABBADCCABCBBCDDDADABAADBBBBCADABABCCCCCDDBBBDDABBCBBDDAAAACBABBBADDADCDADCBDDCCABCBCBCDBCBAACDCDDCDDBDBBCBBDCCDABABABDCAABDC"
"8472","CADADDDABCCAABBCAAACDACDDADCBBCACBCAAAAABDACDCBDBCDAAACCAADDBCCCAADABBADCDBBCDCACABBDCABDCBDBBCBCABACADCBDDBABCCCCBACDBACDCAAADACADDCDBBAACBDDDDAACCDABABACBAAAABDDCDBDDCDBCDDDDCDDDBAACDDBABDCDCDDAABDB"
"8473","BCAAACAABCBACADBDDABCDAACBABACBCBBCDABAABAAADDDBBDABCBBDCDCADCABBCCACBDAABADCBABDACDAACDBDBADADCCCCBDAABDBADACACDACDDBCCCACDABDCDBDCBADABCCDADAAADCBBABCCDABDCDDBBBCAABDBACACCBCDACABACDBCCACDACABACDBAC"
"8474","ABCDDCCCDAAACDCABABCADDBBBCBDDAAABACACDACBBCBDAACBBDDADDDCCDCCBCBDDBBBBDCAAAAADDDDACAABDBDBDBCADCCBADACDABAABDDDCBCAAADCDCBCCAADBCABBDDDABCACDDABDCDCDABDDDCDBBAACCAADBBBCABBBCBDDABCDDDBDDBBBDACDBADBAB"
"8475","ADBCCBBBBBCCBDBABABAADDDCCBDBDABBBBDCBDBBBDDCBACDCBDCDCCADADDCDBDDADAACBACCADAACDCACACBADAAAADCABCCDCAACADBAAAABABCACDDBAABBACACDBDCADCABDDACDBCCAABDDBBDBDDDBBBDBBAADBCBACBACACDBBCCADADBBCDDADDBCDCDAC"
"8476","ACBDACBCBABBBABDABBBDAADADACACADDDBCAAABDDCAAAACDBADBDCDCABADBADCBBABDADABBBCCCDBCADADDCCADCCBDCAADBDDACCCDBBADBDABADBADDDADDACDACDDABCBDABBCBDBBAABCADDACADCDCBBADCCBDBCAACDACDCADBDDDDBBBDDBBCADDADADD"
"8477","DAAACBADDACDACCDBCACDABCBADDDCDBCCDCCBBDCDBCACDBDDACCBDBCAAABACDAABDADDDCCAAABCCDABADACDCBDAABCCBADDCABBCBBBADCADBCCADCDACADDBDADAABDADABCABCCAACBADBDBADBBCDBCACCCDDAACBAAABAABCCBBADDBCAADCCDCDDCABCCD"
"8478","BDDDACBBCBBACDDBAAABABBCBBCCADDCCBDBCBCDCCBAABADCBDBDCDDCDADCACDDAADDBCDACADDCADDABADAAAACCADDCCABDDDDCCBBABDADBCDDDCABAACDBDBCBABCBABACCDCADDCDBCBACBABAABDAACCABBBAACCCDCCCBCDADBBABCBBBBCBDCAABDABDAA"
"8479","DBDADCABBBADABBDBBCCACAADAABBADBCCDADDBCBDCDADBCBDCCCBBDCACCDAADDAADDADAABBBAACADABCBBCBABAAABDBDACBDBAACDABABCDCDBDDCDBCCBDBDDCDCDDCACCBADDAADDACDDCADCACDCBAABBDADCBBACDBBDDBBDBBCDCDCAACBCDDABADCBADC"
"8480","BBCADBCCADACAABDACADCDBBABDCDDCCDAABBCBABCABCDDDCCBDBCCACDDAABCDBDACCCBBBCCCBACDDDBDACCCBAADDDABCDAAACBDADCDDACCBADADBBCADDADBCACDACCADDDADDDBCBCDBBCADDABDBCADADCCCBBBCABABACACBBDDBDBCADCDBAABABBCADCA"
"8481","AABBDCAAAADDDDCACDDDDDADACDDCACDDBCCCDCBADABBBCADCDDBAAAADACDBBDCCBCCACDCCCCDACDAACADCABAABBBDCDDCADCCBCDDBDBCCDCCABBADACAAADCBBDDCACADBBDDDAACCAADABCBBCBCCBCDADADCBBBDCCBDBAACBBDCBBBADDDAABADDCCBACAA"
"8482","ABABDCACDDAADDDADAADDCBBBBACBABDACDABCCADCDBAACDCBADBCAACDBABCCABDDDBBAACACDCBDADDDBBBCBDCBBDADDBDCBBBCBDABACBCBCCDDDCCDCACDDACDDADCACADBDBAABABDACCCCBCBBBBDCADBBBBBCCDBDBAADCBDDBBCBDDCCACDACBAABABDCA"
"8483","CAABCADDCCDCADCBABCADADAABDBDAADAACCADBBBBABACABCDDACDCAABCBCDBDBDDBBBABBBDCBADBDACCBDADCBACAACCBDADBBCABDDCDADABDBBBDADDBDDDBDDDACABCBDAADDCBDDAAADAACABCBBAADDDDDBCCDABDBCDABBAACADBABDBCAABDAAAAACDBC"
"8484","ADCCDCCBACCDBDAADCADCBCCCBDCBCBDABBDACCBDDDCDAAACBBDAABDCCCBBCADAAADAADDCCDDCACDCCDBABCCDDDABACCBABDADDDCDDAAACDACBBABDDDBBBACCABABCDADBCDACADABDCACAACDDACACADCCABCADAABCABDBCDCCCCBCCDABABBCCCDBBBAAAC"
"8485","BBBCCABDBDBDCABBACBDCBACACABBDCDACAAAACDCCBCBCDDDCABDCCDCBDDBDBDBBDBCCBCBBBCAADCABDABABDABDCCACBACCABBBCBBBDBBDDADDDDAACDBADDCACDBDDCDDDDDDBCBBDAAACACDDABADACDCCAACBCCAABCDADBBADCDBDAACDBADCBDBABCAAAA"
"8486","ADCAABCACABBBCCBDDDBABBABBCDDABABDCBBDDDCAACCDCBDDAAABCCCADADBCCBAADBADBBCBCBBDCDDAADDCBDCBACBBDACBBCDBBDACCCDADBDDBBBDCBBADBBDADDABACABBCABDACCDADBCCADDBADBBAABACDADDAADCDBABADBCBCCACAADACDBDACBDCDAD"
"8487","BBBCABBDBBCADDDCDBDCADBCCCDCCBCCCCCBBCADCADDBAAADCDDACACCDCABCCCDBBABDCCACAADDBABCACBDCBAADDBBCACABAADAADBCCDBABBACAABCCBCBBAADDDBABCCAABCBDABDBACBDCDBDDCABABABCADDDACAACABACCCBABCACBDDDCACAADBBBBCABD"
"8488","DADDDDBDDCBCABDCDDABBBCADACCBCDDDBACDBBBAADBDBCDDBDBABCCCCCCDDCBBBDABDBDBDADABBBBABBAABABDCDBCDCCADABCACCADBADBBCBDDCABDCDADDDABCBBACABDCBADDABCDAADBDCDABADDDDDCBCAABAABCBDBCCCACABBBBCDDADBDBBDBDDCAAD"
"8489","ABBBDBDADBCDABADADADBDADADDBDDDDDCBBCBACADABBCBBBDACAAADCDBDACCBACBBCCBBBBCCACADCCADDBABCCDBBBBDDCCDAACBCBAAADDACDDACBAABABBBBDBCCBAABDCABADCABCBDBDBDDDDCBCBBBCBDBCBBBBCDCDBAAABBAADCABCCDBCCAACBCCABDB"
"8490","CCAADBCDDCBDABCBDDABCCAADAAABBACDAABABCBDCDAACABCDBBDABABCBDCDBABAAABAADACABDDDAABCABCBDBBBDBBACADACCAAADDDCCBACCBACADADAABCAADCBADBCAACAAACCABDBCCBCADADBBDABCDCCDCDDCABCADAAAACBCDBBBADAACCCBDCDBDCBBC"
"8491","DCDCADDCBDDAADDDCCACDACBBCDACDBBADDDCACDDDBCDDCDDCCADCCAABCAACAADCAACDAADDAAACAACBCBCABADCAACDACCCBDCCCCAADDABADCCCCCCCBBCACBCABCCABCCBBCBCBCDDCACABABCADDDBAAADDBDDBADBABDDDBACBDDAAABBBCCCBBDDDCBCAAAA"
"8492","CCDBCABADDBACCCDDBABDACABBCCCADDBABBAABCDABACAADADBDDCCADDBCDBDBBACCACACBADACDBDBBBCCBCDBADBDDBBDBBBBCDBBADCDDCBCCBDDACDBBCAABBCADBACDBDBABBABBACABCCACBBBCBDACCACBDABBACDCBCCBCACBBCBDADACDCCDCAADDCBAD"
"8493","CADBBACABCDABBDBBCACCBDAABBBBBACBBBABCCDBCBBBDCADBDBBCCCBCDADBBDCBDBDCACDDADDCBAACCBDAABBDBBAABBADACDACAADBABCCBABABACDBCADBDDDBCBADCDCBDDABADAADBDDBAAACDAABBCDCBBCCDCDCBDCABBCDDCAAABCBDABBBAADBBBCDDB"
"8494","BCAACBCBCCBBBBACCBADAADBABCABCDADACDDBDAABBDCAABBBBBCADBCABCDBDDBBBABBBADCBCCBDDCCBBDCDBABBDDBBDACBDBADAADAAABABBDBBBCDBAADAABADDDBACBBABBBABAACACCBBDCCBBBBBDCDADDAAACCBCACADDDABDCAAABDCCCCCABBABBACCA"
"8495","CCCBDCDBCDACCDCCBCBACDCADDCDDDBBABCCBAACAAADBACAADCBCBBBBADDBCBBABACADCADACCBBCDBCDAAAADBCBCABDDBDCCAADACBBCACDCCCDADABABDDBCBBAACDDBACCAACDCBACCDDBADAAADBDBDDDCDDDCACCDCDBAACACACBBCDBCDDCBCABDBBCDDCA"
"8496","CACBDBACBAAACBDDCDCAABDADDBDACBACADADCBDCDABBCDABBBCBCDCCBACACDCBBCBBDABCACADDACBADDABDBDDCAACBBBADADAABABDCDAACDDBABDBDBAAAABDCBDBADBDAAACCBCDABCACBBBBCBDAAADCBCBABBCBABBDCBCBCDBDBCABCBDCABCAACBDBACC"
"8497","CCDBDCADCCADBBDAACDCCCDADDCBABBDCBADAADCABBAABDCDDDBADAADCAAAADAADBDCDABBCBCABCBADCDDBBBBABABCDBACBBACAADAACDDCACCAABABADBABCBAABADDBDDBABAAACACCDADDAADAADDCBACDACCCBBDBDBCBDCBCDDDCADDCADBDBBBDAACCCAD"
"8498","AACCCCAAADBDBDACBDCCBACCCDBBCBDCCBDBBBDABACBABDDBAABBDBCCDBDCDADDDCACAACBCACBDAAACDBCDCBCADCCABCBABCADBDCABBCDDCCCAAADDDCCCCABDACDBBDDDCBBCDDCCABBCCACCADACDBDCDACDDCADCACDACCCBCCDAADABBCDAABADDAACBDAD"
"8499","BADCDAAACDCDDABAABBABBCCDDBDCABBCCCBAADABAAABCDBADBABDBDADBDADACDAACCADBCDDCDADBBACDBCACBCCCDBDABCAADCCABCBBCBDACBBAADDAACDBABCDACBABDDCDBBDCADDCBCACBCDADBBABBBADDADBABDCCDCDADBADDDACCCCBBCBCCCDBABAAA"
"8500","BBCADCCDBDDCAACBDDDCACCDACCDBBDCACAABCBCAADACDABDDBDDACBCDACBCBABAABDDAABACCDCBDDBDCCCDCCCBBABDBCDADCADBCCBBACCBCCCACBDBCDAAABACBDAAACACACCADABDCBBADCDACCBBCACBCDCBABACCDBBBCDACBBDCBAABCBADDDCACADDABC"
"8501","BABABCBCAABBDABDCCACDCBAABDACDBDBACCCDDCBDDBBDBADACACCBDBDBABCACBCBDBDCACDCDBDAACBCCBCCDADBBBBCCBABAAADDABCBCDACBDBDCBABCDDDCCCCBCBBBCDCBAAADAACABBCBAAACDADDBBAADBDCDDCDCDDCBACAAADBCADCABBCDDBBACDDBDA"
"8502","CBAACADCABCAAADABADBCBDCCCCCDCDBCACCDCCABADBADBBACCDBBABBDBDBCBBBBCABABAACCACABDCACADBCCDDBCABDBAAABABBADAACABCDDABCDACCCDBABBAAABDAADDDABACCCDBABDDDDBACCDAACCCBACCBBDDBBBABADCABCCCCCADCDCDACBCCBDDCDB"
"8503","BDACABCBCAACCCBABDCBCCDDCDACDBDBCABCABCDBDBDDBCDCBBDCDDACCBDCBCCCBBCDBCACAADBBBAACDCAACBBAADACABABDCBCCBCBACBBBCDBBBBBABBACDDBDABDABCDDBDACBAADBCDBDACDABBBDBBDAABAAADBCABCDDACDDCDBAADDBCADBDABBBCDBDBA"
"8504","CDBDCCDDADACBADCBDAADBBDBACBBCCDDBBAAABBAABADCDADACCBADCBBCADABBADDBDADBCBABDACDCBACACDDADDADBDCBBDBCBDBACCCBCCACBDDCCABBDDABADBCAADBBDBCCDBAAABACDBDADAADCAACBACADCBCABCBACBADDBABBDCDDAADDCDDCBADDCCBB"
"8505","DBDADBACADABBCCAACADDDCAAAAACCDDBCABCACCAADBBCCCAACABABADACBDCCDBDBACCDAABABBCCBDCBBBAABCDADCBCBCBCCBAAADAAADDCDDBDCDBDCDBAABBCDCBBACCDDDABCADDBDBABCABCDBAADCBCDACDCBAACAAABCAADCDBAAACBBCDABDCBDCACCCD"
"8506","DDDDDDABDADADCAABACBCABBCBCDABBCAADDDDAABACDDCCDCBDDDADDBCAABDDAAAACCBDADDADCCABABDBCABDACCDADBABBBABCDCBABBDACDBDAACCBADBCDDABBCCABAABADCDBCACDDCDDBABCDADBDDABABDACAABDBAACACADCDBCCABADCDBBCCAABCACBA"
"8507","CBCADABBDDADACAADADBDBAADBBACAAABBDABCADAADADDBBBCADCBCAAAADADBCCBCCAADCAAACBACCDADDCCADCDDDAAADCABADDCCAACDDCAAACDACDABBAABCBBCDBCACABBDBDDBBDACCCABAAABCDCBACDCCDADBABADCAADACCCDADBCCDDBBABDCBDDADBBA"
"8508","CBBBAABACAAACDCCDACBDCBBCACCDCDDBDDCDBCABABCCDBABDCADDBBCCDDBCDCCBDBBDCACCAACBACDACDACCACDADCCACDAABBCCDCAABBAADBDDDDCBBCCDCDDDDDDAABACCBBBAABBDBBCADDADAADABABDDABCABBDACDAABBDAAAACDACDADACBADADDABDBB"
"8509","BDACCCBDABCCDBBBBADABCDBADDDAADDDAADCACCCDAADDACDBCDCCDADBABBAADBBCDBABDCCCABABBCBDADBDDBBDDDCDDCBBCDDBABACBCDCACDAADCCDDDBBAAABABDCACDDDDDCDBCCCBCACDBDAABBAABCCACDAABABAACCBABBAAADBCDBDABDDBBBDABADAA"
"8510","CCABCCCCABDDACADDCDAAADCCBDADCDCCACCBDABDDBABABACDAABCBBBBAAAAADDCCBCDCDDCADABBAADBAAABDDDDACDCCCAAACBDDBDDDCCBDCCCBCABDABADBDDCDDACCBDCAAAAADCDBDCBCCDDABABCDACDDDBCABADBDBDDAADBBCDDBCDABBABACCABDDADC"
"8511","ADBDDACCACCDCABDDBCDDBBBBAAABAACDCCDADDADBBDCCDCACBCCABDCDBBADDDBDDBCBBACBBDCADCCACBAABDBCAACCCBAADABCDBCABADBDBAADCCDBDCBCBADBCDADCCABBBDDBCCBBAACDDACDAADBCCBDCABADDDDDBABDDDCBCABCBDADDCAADDCACBCDAAC"
"8512","ADBAADACBBCCDDBBBDDDADADBBBCCCDDAABCDDCCBBBABBBBCBDBAADDCDDADACDDCADDBBCCBDCABADBDABDBBCDCBBBDADBDBDBDBACCBDDADADADBCBAACBABDDCCBDDBCDADADBADBDBDADADCBCDBDBADDBBCDABBBDDACDABADDADDDBCBDCAACAAACBBCCADA"
"8513","ADDDACAACAADCDBCCDCACDDBCCCDCABDBBBCBBDBABABCCDBCBACBBACDDBBADACCAABAABCDDDABDBBCABBDCAACDAADDCCDBACCDBBDBCDBCACBDAAABCAADDBBBBBADADBDABAACBCABCCBBADCCCDDBDBABACBCDBAABBBBDBCACACDDACBCDDBBDAAABADABDAA"
"8514","DAABABDBCBBACCBBDACDCCBBDACCADDDCDDBDDBCBBBBCBBBCBBDDBCACBCDCBBACABACDDBBDDCBDCADBDCCABDCDCDCBCCACDCBDCBBDACDABCDDDADDCCCDADCBBDDBDBCAABADABBBBDCBABCBDCBACDACDCCBCDDBDCCCCADBDDBABDADCCDCDDCAABDBBDBAAB"
"8515","AAAABBBDBABABBABDCBCDBBBDCDAADABCCCBACBACDBACCBACCCDCCACADBDDCACBDABBDDBABBAACCDBDCADCCAADDDCBDCBBAAABBDAADDBAACBACAABACBCDDACDDCDABBADDBACCBBDDBBCDDDDBBDBCBABCCAADDCDADCAAAABBBABACDDDACBAADACBDCBBCAB"
"8516","ABDBBCACDCDADDBCDCBDCCDBDCCBDABCCBCCBCDCDCADBBBCBDACBBAAABBCDBBBCABCAADCBADDCBCDDBBABBAADCDDADBBBCCCCDBACBDCBCACDDAAADBABCCABCAAAABDABCDDACDCDDADDACDCBCDBBBBAADDCBDDCADDBDCABDBDDDDCAACDBDBACABBAACADDB"
"8517","CADBDDCACCDBBDBACADDBCBBBAAABADDDCACACABBADDBCCDDCDDCDCDAADCDBCBBBBDDCBAAADCDCAADABCCAACDBCCDBDCCBABCBCCCCCDDBBABBCCABAAAADBCBDCCACBDBACDBBCDABBABBAABDABCDABADDACAACBDAABACCCDBACBBDDAACBBADBADCCABBDBC"
"8518","ADDDCCCADCCBCACCDDBABCDAADCAABBDDBBBDCBABADAABCCDBCABCAADBCACDACBBCBBCCABDAADDACABDCDDDCABCCADCCABDCDAAADABDCDCCCCCCACDCDDCBCACACDCBCAACDCBCBDAAABCBDABBDDDDBBDADDBCDDDAABBCADDCCCDCBACACCDDAADBCACADDCB"
"8519","ABBCCBBABDCDCDCDAABBAAACCCCABDABAADBCADDCAABDCCDDDDCDCBCDBBDDDBDBBCBADCBCACACCCACDACACAAABCDDCCDDBBADDABDDDCAABBAAABDCBCCDCADCCACBACCABABBBCBDDACABDACBDACCAADBCBBDADDCBCABDBADCDCCDCACCCBCDBCDDDBBCBCCA"
"8520","DCCDAACADBBDABDADCADBCDCBDDBBCBBDDCADDADBCACCCCDBACBAABAABBBDDBDAADAACDDADAACCDCADDACAABCCDACAABDAAADCDDCDBBCCCAAAABADCDDCCDDACBAABCCABBADCAABCBDCCBCBACBCBDDDDDDADDBBDCBACBABACDCABBBACADCBCDACCBDCACBA"
"8521","DBACCCCAADCDCBDBDADDBAABCBACCCBCACADABDBDDCADACBCDCAACCCCBCDDCADDCBBBBCABDAADBBAABCBDACCBCBCAAADADACBDDBDBBCAADADACDCDBDCADCBCBAAADCCBBDBACCDDBDBBABAAADAAACDDAAACBAACCDBBCCBDCBDCABCBBACCCACDAACDDDCDCD"
"8522","CCBADCBCBABDCABBBDCADBADAAACBCACCBCACCDBCBBCCCABBCCDABCBAAACBAABADDBBBACDDDDCCBBDCBCCBBADADBDCDBCDACADCCBBBDADBCAACADDABDACBBDADBACBBBAABBCDAACADCDDABDAABABADAABAAAABDDDDDCCCDDDBAACDBACCACDACDCCDDDCDA"
"8523","ACAABDACDBDDDCDBDACADDCDBBAADCBDDABDBAAADABCBBBDBAAACBDBAABBBCACACDBCAAACDBCCDDCABADCCBDBBAADBCCABCDCBCBDDAABACDBDABCABBDABDDBAABCBDBADCBDBBCCBBCADDBADCCBDCDBCBAACCDBBCBBBCDBADADDCBAABAAACBDDDABADCDCD"
"8524","AAABDABABCBBDDCAABBBADBBDBBCBBACACCBAADCBCDDCACDADDCBDDDDBCDCBBBAAAABCDCDBCCBBACDBDDBDCABABCBBBDDACCDADCBACDBAADBDBBDBADDBACBCBBCDABACCCACCABDABCCCADDBCAAABBCBDBACCCBBDDBCDCBACABDCDCDCADDDDCBCDDCCCBAC"
"8525","DDBDDDDDBBDCBDCDABDCBCCACACABCCACBCADBCCBACBCCDBCDCBBABCCCDDDBCADACDBCCABADCBBDDDAABCCBACBCBCDCBDCBBBBDAACABBAAACACABABAACCCAADADCBDCCDDDCBACBABDAABDDAACCDABBBABDBDDDBCBAACDBDBAAACACAADABDDCDCCBBCAACA"
"8526","CAAADABDDCCDBCABBDDDDBABCCBDDDDCACCDCACCBAACDCCABCCBADBBBACDBBCADDADDBDCDCBABACDACBBCDACDCBCDBBDABDDBCCDAACDBBDBBCACAADAABAABAABABDDDDACDBDCBABDCCBBDADBADCDCDCACACDACCACCCDDCBBCADDCDCBCAABDDDAABCCDBBD"
"8527","CACDDADADDBBCDDCCDBCDADCCCDCBCCDDCAAADABDBCABBDDBBACBBDCCCBBCCBBBADBCACCBACBDDBDBDCDDCABBABBCAACCDBCDBDDAACDAABBCCCBDDBBAADBDAAACABDBABCBDAADCDAADACBBBCCAADBCDAADADABACADCBDBDCDBCDCCABCDBDCDDDBDDDADBC"
"8528","ACCCDADCBAABDCCABCBBCBCBABAADCCCDBBACCABBBBBADCAAABBBDADABACCBACDADABDBBCCDBBACBCBDACDDBABCCCBCBBBBDBDBABCADBCBCDCADAACDDBBBBBCBAACBCBABAABDCBCDBACBDDDCBDDBDBACACCABBDABDDBDADACADBDCDCADBBCCADCAABABDD"
"8529","ACDCDDCDBACBCADDADDCCABAABCBCACDBDCCDBAADABCADDCBBAACABACDADABDCDBAADDAADCDBDCADBCCCAACBCBDABBDAABADACDAADDCAABCAADDAADADADABBBADCAAADCADCDBBABBDABCCAAAACDDDBACBBCADCDCBBCCADDCADAADDDADCABBABDDDDDAAAD"
"8530","ADBDBCADAADAAACCACAACCCCDBBBDBBCBACACDCDDABDDCCDABCADBDDACAADDDACCCBDDBACBCCCDDAABBAAADCADDDCDDAACDCACBACADDBCCACBDACBBDBCBCBDDAABCACCDDBDBACACDDDABBDDBDABCDAACCABBBDAADABBDADBADBBCACBBCCDCCBDDDBACDDD"
"8531","BDBDDDDCCAADBACACADCDCCCCDDCCAACCCBAACDDDDCBABBAACBADDBDCCDCAAAADCABCBBBCDACDCDBCCADABBCBCCBCADABADCBBACBCCDBDCBDADBDCDCBDABBDCDDDBABBDCBBDDBABCCDABBDAABDDBABCCCCBBDACBDACCDADDAACBDCDDDBDDBADCBCBACDAD"
"8532","CABABAADABADADDABABBCCADCAACBACBDBADAAACBCCCACADDBCADDBDBCBDCABAAADABACDBADBBACDCCACCBDDDABBABABCDDBAACABDCCDCBCDABABCCBACDACBACCCBCCBACCAADDCBDBDDDCBABDDBBAADBDDDCADBCCBDACADDBCDDCDBCADBDDADCAAACBDAB"
